RUN	simulations.ET_Simulation	et-simulation	1665650628490	 	3.3.1
USER	ETCreateClaim	1	START	1665650629291	1665650629291
GROUP	1	ET_280_Weekly_Hours	1665650853853	1665650856992	3125	OK
REQUEST	1	ET_290_Your_Pay	ET_290_005_Your_Pay	1665650861667	1665650862128	OK	 
REQUEST	1	ET_290_Your_Pay	ET_290_005_Your_Pay Redirect 1	1665650862132	1665650863082	OK	 
GROUP	1	ET_290_Your_Pay	1665650861663	1665650863510	1827	OK
REQUEST	1	ET_300_Pension_Contributions	ET_300_005_Pension_Contributions	1665650868947	1665650869558	OK	 
REQUEST	1	ET_300_Pension_Contributions	ET_300_005_Pension_Contributions Redirect 1	1665650869561	1665650874683	OK	 
GROUP	1	ET_300_Pension_Contributions	1665650868943	1665650874867	5897	OK
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits	1665650878938	1665650879084	OK	 
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits Redirect 1	1665650879088	1665650879358	OK	 
GROUP	1	ET_310_Employee_Benefits	1665650878933	1665650879487	526	OK
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits	1665650885167	1665650886971	OK	 
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits Redirect 1	1665650886975	1665650889487	OK	 
GROUP	1	ET_310_Employee_Benefits	1665650885162	1665650890145	4971	OK
REQUEST	1	ET_320_Respondent_Name	ET_320_005_Respondent_Name	1665650895275	1665650895754	OK	 
REQUEST	1	ET_320_Respondent_Name	ET_320_005_Respondent_Name Redirect 1	1665650895758	1665650897473	OK	 
GROUP	1	ET_320_Respondent_Name	1665650895272	1665650897938	2643	OK
REQUEST	1	ET_330_Respondent_Address_LookUp	XUI_Common_000_PostcodeLookup	1665650903611	1665650904549	OK	 
GROUP	1	ET_330_Respondent_Address_LookUp	1665650903602	1665650904552	938	OK
REQUEST	1	ET_335_Respondent_Address_LookUp	ET_335_Respondent_Address_LookUp	1665650908876	1665650908943	OK	 
REQUEST	1	ET_335_Respondent_Address_LookUp	ET_335_Respondent_Address_LookUp Redirect 1	1665650908948	1665650909649	OK	 
GROUP	1	ET_335_Respondent_Address_LookUp	1665650908873	1665650909750	857	OK
REQUEST	1	ET_340_Work_At	ET_340_005_Work_At	1665650914033	1665650914393	OK	 
REQUEST	1	ET_340_Work_At	ET_340_005_Work_At Redirect 1	1665650914398	1665650914847	OK	 
GROUP	1	ET_340_Work_At	1665650914022	1665650915160	1100	OK
REQUEST	1	ET_350_Respondent_Acas	ET_350_Respondent_Acas	1665650922080	1665650922467	OK	 
REQUEST	1	ET_350_Respondent_Acas	ET_350_Respondent_Acas Redirect 1	1665650922469	1665650923737	OK	 
GROUP	1	ET_350_Respondent_Acas	1665650922071	1665650925540	3442	OK
REQUEST	1	ET_360_Respondent_Check	ET_360_005_Respondent_Check	1665650930965	1665650931203	OK	 
GROUP	1	ET_360_Respondent_Check	1665650930961	1665650931374	393	OK
REQUEST	1	ET_370_Respondent_Submit	ET_370_005_Respondent_Submit	1665650935766	1665650935978	OK	 
REQUEST	1	ET_370_Respondent_Submit	ET_370_005_Respondent_Submit Redirect 1	1665650935982	1665650936844	OK	 
GROUP	1	ET_370_Respondent_Submit	1665650935763	1665650937113	1327	OK
REQUEST	1	ET_380_Claim_Details	ET_380_005_Claim_Details	1665650941514	1665650941640	OK	 
GROUP	1	ET_380_Claim_Details	1665650941513	1665650941773	226	OK
REQUEST	1	ET_390_Type_Of_Descrimination	ET_390_Type_Of_Descrimination	1665650946643	1665650947754	OK	 
REQUEST	1	ET_390_Type_Of_Descrimination	ET_390_Type_Of_Descrimination Redirect 1	1665650947756	1665650949761	OK	 
GROUP	1	ET_390_Type_Of_Descrimination	1665650946642	1665650949879	3219	OK
REQUEST	1	ET_400_Describe_What_Happened	ET_400_005_Describe_What_Happened	1665650955425	1665650955964	OK	 
REQUEST	1	ET_400_Describe_What_Happened	ET_400_005_Describe_What_Happened Redirect 1	1665650955967	1665650957463	OK	 
GROUP	1	ET_400_Describe_What_Happened	1665650955422	1665650957773	2335	OK
REQUEST	1	ET_410_Outcome_If_Successful	ET_410_005_Outcome_If_Successful	1665650962648	1665650962863	OK	 
REQUEST	1	ET_410_Outcome_If_Successful	ET_410_005_Outcome_If_Successful Redirect 1	1665650962868	1665650963390	OK	 
GROUP	1	ET_410_Outcome_If_Successful	1665650962644	1665650963684	1023	OK
REQUEST	1	ET_420_Compensation	ET_420_005_Compensation	1665650969464	1665650969679	OK	 
REQUEST	1	ET_420_Compensation	ET_420_005_Compensation Redirect 1	1665650969687	1665650969967	OK	 
GROUP	1	ET_420_Compensation	1665650969463	1665650970058	574	OK
REQUEST	1	ET_430_Whistleblowing	ET_430_005_Whistleblowing	1665650974105	1665650974546	OK	 
REQUEST	1	ET_430_Whistleblowing	ET_430_005_Whistleblowing Redirect 1	1665650974548	1665650976421	OK	 
GROUP	1	ET_430_Whistleblowing	1665650974102	1665650977845	3717	OK
REQUEST	1	ET_440_Claim_Section_Complete	ET_440_005_Claim_Section_Complete	1665650982706	1665650982763	OK	 
REQUEST	1	ET_440_Claim_Section_Complete	ET_440_005_Claim_Section_Complete Redirect 1	1665650982765	1665650983143	OK	 
GROUP	1	ET_440_Claim_Section_Complete	1665650982702	1665650983486	766	OK
REQUEST	1	ET_450_Final_Check_Answers	ET_450_005_Final_Check_Answers	1665650989085	1665650990705	OK	 
GROUP	1	ET_450_Final_Check_Answers	1665650989081	1665650990816	1723	OK
REQUEST	1	ET_460_Final_Check_Submit	ET_460_005_Final_Check_Submit	1665650997265	1665651005818	OK	 
REQUEST	1	ET_460_Final_Check_Submit	ET_460_005_Final_Check_Submit Redirect 1	1665651005820	1665651006148	OK	 
GROUP	1	ET_460_Final_Check_Submit	1665650997262	1665651006274	8995	OK
REQUEST	1	ET_470_Log_Out	ET_470_005_Log_Out	1665651012628	1665651012786	OK	 
REQUEST	1	ET_470_Log_Out	ET_470_005_Log_Out Redirect 1	1665651012791	1665651012870	OK	 
REQUEST	1	ET_470_Log_Out	ET_470_005_Log_Out Redirect 2	1665651012882	1665651012940	OK	 
REQUEST	1	ET_470_Log_Out	ET_470_005_Log_Out Redirect 3	1665651012944	1665651013376	OK	 
GROUP	1	ET_470_Log_Out	1665651012623	1665651018809	6137	OK
REQUEST	1	ET_010_Home	ET_010_005_Home	1665651024831	1665651025713	OK	 
GROUP	1	ET_010_Home	1665651024827	1665651030329	5488	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665651034849	1665651035110	OK	 
GROUP	1	ET_020_Start	1665651034843	1665651035209	356	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665651039686	1665651040217	OK	 
GROUP	1	ET_030_Before_You_Continue	1665651039683	1665651040555	846	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665651045803	1665651045878	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665651045880	1665651046062	OK	 
GROUP	1	ET_040_Work_Postcode	1665651045794	1665651053202	7393	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665651059413	1665651059860	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665651059865	1665651060161	OK	 
GROUP	1	ET_050_Claim_Yourself	1665651059412	1665651060243	819	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665651066337	1665651066819	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665651066827	1665651066986	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665651066333	1665651067084	734	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665651073904	1665651073988	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665651073999	1665651074144	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665651073901	1665651074214	293	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665651080367	1665651080420	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665651080423	1665651080488	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665651080489	1665651080536	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665651080539	1665651080765	OK	 
GROUP	1	ET_080_Representative	1665651080363	1665651082955	2567	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665651088849	1665651089479	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665651089481	1665651093377	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665651093381	1665651093548	OK	 
GROUP	1	ET_090_Log_In	1665651088833	1665651093625	4763	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665651099207	1665651099447	OK	 
GROUP	1	ET_100_One_Go	1665651099201	1665651099762	544	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665651105496	1665651105716	OK	 
GROUP	1	ET_110_Personal_Details	1665651105492	1665651105790	287	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665651110946	1665651111005	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665651111011	1665651111080	OK	 
GROUP	1	ET_120_DoB	1665651110942	1665651111150	190	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665651117265	1665651117336	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665651117339	1665651117442	OK	 
GROUP	1	ET_130_Sex	1665651117253	1665651117521	247	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665651123364	1665651124149	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665651123342	1665651124151	785	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665651130469	1665651130633	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665651130634	1665651130813	OK	 
GROUP	1	ET_145_Your_Address_Select	1665651130462	1665651130990	519	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665651137295	1665651137347	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665651137350	1665651137454	OK	 
GROUP	1	ET_150_Telephone_Number	1665651137292	1665651137520	219	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665651141895	1665651141939	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665651141942	1665651142079	OK	 
GROUP	1	ET_160_Contact_Method	1665651141891	1665651142153	252	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1665651148807	1665651148867	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1665651148870	1665651149017	OK	 
GROUP	1	ET_170_Hearing_Participation	1665651148802	1665651149188	375	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1665651153936	1665651153985	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1665651153986	1665651154053	OK	 
GROUP	1	ET_180_Need_Support	1665651153932	1665651154113	173	OK
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed	1665651158533	1665651158837	OK	 
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed Redirect 1	1665651158839	1665651159016	OK	 
GROUP	1	ET_190_Contact_Completed	1665651158532	1665651159200	662	OK
REQUEST	1	ET_200_Employment_Status	ET_200_005_Employment_Status	1665651163934	1665651164085	OK	 
GROUP	1	ET_200_Employment_Status	1665651163929	1665651164276	335	OK
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation	1665651168977	1665651169051	OK	 
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation Redirect 1	1665651169054	1665651169123	OK	 
GROUP	1	ET_210_Work_For_Org	1665651168974	1665651169195	210	OK
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org	1665651175128	1665651175185	OK	 
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org Redirect 1	1665651175187	1665651175278	OK	 
GROUP	1	ET_220_Still_Work_For_Org	1665651175121	1665651175341	207	OK
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details	1665651181947	1665651182101	OK	 
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details Redirect 1	1665651182104	1665651182395	OK	 
GROUP	1	ET_230_Employment_Details	1665651181943	1665651182778	816	OK
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date	1665651188993	1665651189287	OK	 
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date Redirect 1	1665651189296	1665651189591	OK	 
GROUP	1	ET_240_Start_Date	1665651188992	1665651189721	714	OK
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End	1665651194605	1665651194863	OK	 
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End Redirect 1	1665651194873	1665651194982	OK	 
GROUP	1	ET_250_Notice_End	1665651194602	1665651195060	441	OK
REQUEST	1	ET_260_Weeks_Or_Months	ET_260_005_Weeks_Or_Months	1665651201961	1665651202003	OK	 
REQUEST	1	ET_260_Weeks_Or_Months	ET_260_005_Weeks_Or_Months Redirect 1	1665651202004	1665651202154	OK	 
GROUP	1	ET_260_Weeks_Or_Months	1665651201954	1665651202310	341	OK
REQUEST	1	ET_270_Number_Of_Months	ET_270_005_Number_Of_Months	1665651207487	1665651207538	OK	 
REQUEST	1	ET_270_Number_Of_Months	ET_270_005_Number_Of_Months Redirect 1	1665651207541	1665651207646	OK	 
GROUP	1	ET_270_Number_Of_Months	1665651207483	1665651207710	217	OK
REQUEST	1	ET_280_Weekly_Hours	ET_280_005_Weekly_Hours	1665651212985	1665651213095	OK	 
REQUEST	1	ET_280_Weekly_Hours	ET_280_005_Weekly_Hours Redirect 1	1665651213098	1665651213472	OK	 
GROUP	1	ET_280_Weekly_Hours	1665651212982	1665651213627	634	OK
REQUEST	1	ET_290_Your_Pay	ET_290_005_Your_Pay	1665651220626	1665651220668	OK	 
REQUEST	1	ET_290_Your_Pay	ET_290_005_Your_Pay Redirect 1	1665651220670	1665651220744	OK	 
GROUP	1	ET_290_Your_Pay	1665651220623	1665651220812	178	OK
REQUEST	1	ET_300_Pension_Contributions	ET_300_005_Pension_Contributions	1665651225788	1665651225835	OK	 
REQUEST	1	ET_300_Pension_Contributions	ET_300_005_Pension_Contributions Redirect 1	1665651225837	1665651225947	OK	 
GROUP	1	ET_300_Pension_Contributions	1665651225784	1665651226021	219	OK
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits	1665651233025	1665651233092	OK	 
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits Redirect 1	1665651233099	1665651233208	OK	 
GROUP	1	ET_310_Employee_Benefits	1665651233022	1665651233288	250	OK
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits	1665651239424	1665651239470	OK	 
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits Redirect 1	1665651239472	1665651239570	OK	 
GROUP	1	ET_310_Employee_Benefits	1665651239423	1665651239643	215	OK
REQUEST	1	ET_320_Respondent_Name	ET_320_005_Respondent_Name	1665651244900	1665651244949	OK	 
REQUEST	1	ET_320_Respondent_Name	ET_320_005_Respondent_Name Redirect 1	1665651244959	1665651245136	OK	 
GROUP	1	ET_320_Respondent_Name	1665651244881	1665651245242	313	OK
REQUEST	1	ET_330_Respondent_Address_LookUp	XUI_Common_000_PostcodeLookup	1665651249713	1665651250356	OK	 
GROUP	1	ET_330_Respondent_Address_LookUp	1665651249709	1665651250358	643	OK
REQUEST	1	ET_335_Respondent_Address_LookUp	ET_335_Respondent_Address_LookUp	1665651255465	1665651255521	OK	 
REQUEST	1	ET_335_Respondent_Address_LookUp	ET_335_Respondent_Address_LookUp Redirect 1	1665651255522	1665651255627	OK	 
GROUP	1	ET_335_Respondent_Address_LookUp	1665651255462	1665651255709	232	OK
REQUEST	1	ET_340_Work_At	ET_340_005_Work_At	1665651260920	1665651260971	OK	 
REQUEST	1	ET_340_Work_At	ET_340_005_Work_At Redirect 1	1665651260974	1665651261093	OK	 
GROUP	1	ET_340_Work_At	1665651260914	1665651261414	479	OK
REQUEST	1	ET_350_Respondent_Acas	ET_350_Respondent_Acas	1665651266137	1665651266184	OK	 
REQUEST	1	ET_350_Respondent_Acas	ET_350_Respondent_Acas Redirect 1	1665651266186	1665651266303	OK	 
GROUP	1	ET_350_Respondent_Acas	1665651266132	1665651266380	227	OK
REQUEST	1	ET_360_Respondent_Check	ET_360_005_Respondent_Check	1665651272807	1665651272910	OK	 
GROUP	1	ET_360_Respondent_Check	1665651272802	1665651272985	173	OK
REQUEST	1	ET_370_Respondent_Submit	ET_370_005_Respondent_Submit	1665651278116	1665651278413	OK	 
REQUEST	1	ET_370_Respondent_Submit	ET_370_005_Respondent_Submit Redirect 1	1665651278418	1665651278661	OK	 
GROUP	1	ET_370_Respondent_Submit	1665651278112	1665651278779	644	OK
REQUEST	1	ET_380_Claim_Details	ET_380_005_Claim_Details	1665651284554	1665651284846	OK	 
GROUP	1	ET_380_Claim_Details	1665651284552	1665651285198	625	OK
REQUEST	1	ET_390_Type_Of_Descrimination	ET_390_Type_Of_Descrimination	1665651291938	1665651291987	OK	 
REQUEST	1	ET_390_Type_Of_Descrimination	ET_390_Type_Of_Descrimination Redirect 1	1665651291994	1665651292539	OK	 
GROUP	1	ET_390_Type_Of_Descrimination	1665651291932	1665651292685	737	OK
REQUEST	1	ET_400_Describe_What_Happened	ET_400_005_Describe_What_Happened	1665651299205	1665651299323	OK	 
REQUEST	1	ET_400_Describe_What_Happened	ET_400_005_Describe_What_Happened Redirect 1	1665651299326	1665651299920	OK	 
GROUP	1	ET_400_Describe_What_Happened	1665651299203	1665651300014	801	OK
REQUEST	1	ET_410_Outcome_If_Successful	ET_410_005_Outcome_If_Successful	1665651306635	1665651306713	OK	 
REQUEST	1	ET_410_Outcome_If_Successful	ET_410_005_Outcome_If_Successful Redirect 1	1665651306714	1665651306899	OK	 
GROUP	1	ET_410_Outcome_If_Successful	1665651306632	1665651306985	347	OK
REQUEST	1	ET_420_Compensation	ET_420_005_Compensation	1665651311414	1665651311456	OK	 
REQUEST	1	ET_420_Compensation	ET_420_005_Compensation Redirect 1	1665651311457	1665651311665	OK	 
GROUP	1	ET_420_Compensation	1665651311413	1665651311754	331	OK
REQUEST	1	ET_430_Whistleblowing	ET_430_005_Whistleblowing	1665651315796	1665651315965	OK	 
REQUEST	1	ET_430_Whistleblowing	ET_430_005_Whistleblowing Redirect 1	1665651315969	1665651316284	OK	 
GROUP	1	ET_430_Whistleblowing	1665651315792	1665651316467	661	OK
REQUEST	1	ET_440_Claim_Section_Complete	ET_440_005_Claim_Section_Complete	1665651323215	1665651323273	OK	 
REQUEST	1	ET_440_Claim_Section_Complete	ET_440_005_Claim_Section_Complete Redirect 1	1665651323274	1665651323378	OK	 
GROUP	1	ET_440_Claim_Section_Complete	1665651323212	1665651323492	264	OK
REQUEST	1	ET_450_Final_Check_Answers	ET_450_005_Final_Check_Answers	1665651328700	1665651328869	OK	 
GROUP	1	ET_450_Final_Check_Answers	1665651328694	1665651328992	277	OK
REQUEST	1	ET_460_Final_Check_Submit	ET_460_005_Final_Check_Submit	1665651333074	1665651341559	OK	 
